name,score,total_runtime,type,episodes,duration_minutes
Detective Conan,8.25,25.0,TV,,25.0
E's Otherwise,6.7,598.0,TV,26.0,23.0
Koukyoushihen Eureka Seven,8.14,1200.0,TV,50.0,24.0
Gankutsuou,8.2,576.0,TV,24.0,24.0
Genshiken,7.71,300.0,TV,12.0,25.0
Girls Bravo: First Season,6.59,253.0,TV,11.0,23.0
Gokusen,7.46,299.0,TV,13.0,23.0
Great Teacher Onizuka,8.73,1075.0,TV,43.0,25.0
Groove Adventure Rave,7.38,1224.0,TV,51.0,24.0
Harukanaru Toki no Naka de: Hachiyou Shou,7.13,624.0,TV,26.0,24.0
InuYasha,7.91,4008.0,TV,167.0,24.0
Konjiki no Gash Bell!!,7.63,3450.0,TV,150.0,23.0
Kyou kara Maou!,7.83,1950.0,TV,78.0,25.0
Madlax,7.12,624.0,TV,26.0,24.0
Jungle wa Itsumo Hare nochi Guu,7.92,598.0,TV,26.0,23.0
Jungle wa Itsumo Hare nochi Guu Deluxe,7.9,156.0,OVA,6.0,26.0
Jungle wa Itsumo Hare nochi Guu Final,7.73,182.0,OVA,7.0,26.0
Hitsuji no Uta,6.36,120.0,OVA,4.0,30.0
Happy☆Lesson (TV),6.75,299.0,TV,13.0,23.0
Happy☆Lesson: Advance,6.93,312.0,TV,13.0,24.0
Happy☆Lesson: The Final,6.92,90.0,OVA,3.0,30.0
Hajime no Ippo,8.79,1725.0,TV,75.0,23.0
Gungrave,7.93,650.0,TV,26.0,25.0
Golden Boy,8.04,174.0,OVA,6.0,29.0
Hellsing,7.59,299.0,TV,13.0,23.0
Gad Guard,6.76,650.0,TV,26.0,25.0
Noir,7.37,624.0,TV,26.0,24.0
Mahoutsukai ni Taisetsu na Koto,6.82,288.0,TV,12.0,24.0
Kiddy Grade,7.27,552.0,TV,24.0,23.0
Love♥Love?,5.99,135.0,TV,9.0,15.0
Mahoromatic: Automatic Maiden,7.25,288.0,TV,12.0,24.0
Mahoromatic 2,7.24,336.0,TV,14.0,24.0
Viewtiful Joe,6.84,1020.0,TV,51.0,20.0
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.21,312.0,TV,13.0,24.0
Animal Yokochou,6.97,1173.0,TV,51.0,23.0
Akane Maniax,5.78,81.0,OVA,3.0,27.0
Angel Heart,7.34,1150.0,TV,50.0,23.0
Akage no Anne,7.72,1250.0,TV,50.0,25.0
Area 88 (TV),7.1,300.0,TV,12.0,25.0
Argento Soma,6.86,625.0,TV,25.0,25.0
B'T X,7.14,550.0,TV,25.0,22.0
Bakuten Shoot Beyblade,6.8,1173.0,TV,51.0,23.0
Comic Party,6.64,312.0,TV,13.0,24.0
Seikai no Monshou,7.77,338.0,TV,13.0,26.0
Dear Boys,6.94,624.0,TV,26.0,24.0
Divergence Eve 2: Misaki Chronicles,6.35,312.0,TV,13.0,24.0
Dragon Drive,6.82,950.0,TV,38.0,25.0
Grenadier: Hohoemi no Senshi,6.79,300.0,TV,12.0,25.0
.hack//Liminality,6.68,132.0,OVA,4.0,33.0
3x3 Eyes,6.89,120.0,OVA,4.0,30.0
Cinderella Boy,6.33,325.0,TV,13.0,25.0
Mirai Shounen Conan,8.13,754.0,TV,26.0,29.0
Abashiri Ikka,5.52,72.0,OVA,4.0,18.0
Abenobashi Mahou☆Shoutengai,7.33,312.0,TV,13.0,24.0
Kerokko Demetan,6.03,936.0,TV,39.0,24.0
Zettai Shounen,6.99,650.0,TV,26.0,25.0
Akahori Gedou Hour Rabuge,6.23,312.0,TV,13.0,24.0
"Chiisana Obake Acchi, Kocchi, Socchi",6.16,1250.0,TV,50.0,25.0
Ace wo Nerae!,7.04,624.0,TV,26.0,24.0
Ace wo Nerae!: Final Stage,6.56,288.0,OVA,12.0,24.0
Ace wo Nerae! 2,6.8,312.0,OVA,13.0,24.0
Nageki no Kenkou Yuuryouji,6.32,72.0,OVA,3.0,24.0
Hand Maid May,6.81,230.0,TV,10.0,23.0
Happy World!,6.07,90.0,OVA,3.0,30.0
A Kite,6.64,52.0,OVA,2.0,26.0
Paradise Kiss,7.89,288.0,TV,12.0,24.0
Mousou Dairinin,7.72,312.0,TV,13.0,24.0
Kidou Keisatsu Patlabor: On Television,7.72,1175.0,TV,47.0,25.0
Petshop of Horrors,7.35,88.0,TV,4.0,22.0
Puchi Pri*Yucie,7.51,650.0,TV,26.0,25.0
Piano (TV),6.06,240.0,TV,10.0,24.0
Planetes,8.35,650.0,TV,26.0,25.0
Midori no Hibi,7.38,312.0,TV,13.0,24.0
Mahoujin Guruguru,7.72,1035.0,TV,45.0,23.0
Dokidoki♡Densetsu: Mahoujin Guruguru,7.36,874.0,TV,38.0,23.0
Mama wa Shougaku 4 Nensei,7.26,1224.0,TV,51.0,24.0
Marmalade Boy,7.61,1824.0,TV,76.0,24.0
Matantei Loki Ragnarok,7.37,624.0,TV,26.0,24.0
Ginyuu Mokushiroku Meine Liebe,6.5,312.0,TV,13.0,24.0
Psychic Academy,6.31,264.0,TV,24.0,11.0
Versailles no Bara,8.37,960.0,TV,40.0,24.0
Serial Experiments Lain,8.01,299.0,TV,13.0,23.0
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.64,598.0,TV,26.0,23.0
Spiral: Suiri no Kizuna,7.33,575.0,TV,25.0,23.0
Starship Operators,7.05,312.0,TV,13.0,24.0
Tsukuyomi: Moon Phase,7.09,600.0,TV,25.0,24.0
Futatsu no Spica,7.44,500.0,TV,20.0,25.0
Eikoku Koi Monogatari Emma,7.75,300.0,TV,12.0,25.0
W: Wish,6.26,156.0,TV,13.0,12.0
Wild Arms: Twilight Venom,6.72,528.0,TV,22.0,24.0
Binzume Yousei,6.51,169.0,TV,13.0,13.0
Magical Canan,6.33,312.0,TV,13.0,24.0
Ojamajo Doremi,7.22,1224.0,TV,51.0,24.0
Ojamajo Doremi Sharp,7.37,1176.0,TV,49.0,24.0
Motto! Ojamajo Doremi,7.34,1200.0,TV,50.0,24.0
Ojamajo Doremi Dokkaan!,7.59,1224.0,TV,51.0,24.0
UG☆Ultimate Girls,5.67,156.0,TV,12.0,13.0
Shakugan no Shana,7.63,576.0,TV,24.0,24.0
Fate/stay night,7.49,576.0,TV,24.0,24.0
Bokusatsu Tenshi Dokuro-chan,6.73,100.0,OVA,4.0,25.0
"Iriya no Sora, UFO no Natsu",7.05,162.0,OVA,6.0,27.0
I'll/CKBC,6.4,60.0,OVA,2.0,30.0
Himiko-den,6.31,276.0,TV,12.0,23.0
Memories Off,6.01,90.0,OVA,3.0,30.0
Memories Off 2nd,6.39,90.0,OVA,3.0,30.0
Memories Off 3.5,6.39,108.0,OVA,4.0,27.0
Gallery Fake,7.57,925.0,TV,37.0,25.0
AIKa,6.0,210.0,OVA,7.0,30.0
Akazukin Chacha OVA,7.16,72.0,OVA,3.0,24.0
Bible Black,6.81,180.0,OVA,6.0,30.0
Boogiepop wa Warawanai: Boogiepop Phantom,7.22,288.0,TV,12.0,24.0
Burn Up Excess,6.64,325.0,TV,13.0,25.0
Bannou Bunka Neko-Musume,6.75,168.0,OVA,6.0,28.0
Bannou Bunka Neko-Musume DASH!,6.45,288.0,OVA,12.0,24.0
Bannou Bunka Neko-Musume (1998),6.62,276.0,TV,12.0,23.0
eX-Driver,6.83,150.0,OVA,6.0,25.0
Heppoko Jikken Animation Excel♥Saga,7.55,624.0,TV,26.0,24.0
Fushigi Yuugi OVA,7.24,84.0,OVA,3.0,28.0
Fushigi Yuugi: Dai Ni Bu,7.35,198.0,OVA,6.0,33.0
Futari Ecchi,6.47,112.0,OVA,4.0,28.0
Galaxy Angel,7.1,312.0,TV,24.0,13.0
Gantz,7.17,286.0,TV,13.0,22.0
Gilgamesh,6.74,598.0,TV,26.0,23.0
H2,7.34,984.0,TV,41.0,24.0
Haibane Renmei,8.02,312.0,TV,13.0,24.0
Capeta,7.9,1196.0,TV,52.0,23.0
Karas,7.49,180.0,OVA,6.0,30.0
Suzuka,7.31,598.0,TV,26.0,23.0
Tales of Phantasia The Animation,6.9,120.0,OVA,4.0,30.0
Yuu☆Yuu☆Hakusho,8.48,2688.0,TV,112.0,24.0
Ai Yori Aoshi: Enishi,7.22,276.0,TV,12.0,23.0
Gantz 2nd Stage,7.2,299.0,TV,13.0,23.0
Seikai no Senki,7.8,325.0,TV,13.0,25.0
Seikai no Senki II,7.91,250.0,TV,10.0,25.0
Seihou Bukyou Outlaw Star,7.95,600.0,TV,24.0,25.0
Hanaukyou Maid-tai,6.69,168.0,TV,12.0,14.0
Bastard!!: Ankoku no Hakaishin,6.85,156.0,OVA,6.0,26.0
Buzzer Beater,6.65,325.0,TV,13.0,25.0
Tantei Gakuen Q,7.84,1125.0,TV,45.0,25.0
Gun x Sword,7.34,624.0,TV,26.0,24.0
Kore ga Watashi no Goshujinsama,6.63,288.0,TV,12.0,24.0
Ragnarök The Animation,6.54,624.0,TV,26.0,24.0
Samurai Deeper Kyou,6.99,624.0,TV,26.0,24.0
Stratos 4,6.72,299.0,TV,13.0,23.0
Stratos 4 OVA,6.82,60.0,OVA,2.0,30.0
Stratos 4 Advance,6.92,156.0,OVA,6.0,26.0
Dirty Pair,7.22,600.0,TV,24.0,25.0
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.53,52.0,OVA,2.0,26.0
Final Fantasy,6.2,120.0,OVA,4.0,30.0
Kaleido Star,8.03,1173.0,TV,51.0,23.0
Iria: Zeiram The Animation,7.16,162.0,OVA,6.0,27.0
Magic Knight Rayearth,7.52,480.0,TV,20.0,24.0
Phantom The Animation,6.61,90.0,OVA,3.0,30.0
RG Veda,6.22,90.0,OVA,2.0,45.0
Shoujo Kakumei Utena,8.21,897.0,TV,39.0,23.0
Maria-sama ga Miteru: Haru,7.78,312.0,TV,13.0,24.0
Tales of Eternia The Animation,6.28,286.0,TV,13.0,22.0
Weiß Kreuz Glühen,6.66,260.0,TV,13.0,20.0
Weiß Kreuz,6.8,575.0,TV,25.0,23.0
Fantastic Children,7.63,624.0,TV,26.0,24.0
Gokujou Seitokai,7.02,650.0,TV,26.0,25.0
Mushishi,8.73,650.0,TV,26.0,25.0
Buttobi!! CPU,6.34,81.0,OVA,3.0,27.0
Ghost in the Shell: Stand Alone Complex,8.46,650.0,TV,26.0,25.0
Karin,7.27,552.0,TV,24.0,23.0
Okusama wa Joshikousei (TV),6.42,312.0,TV,13.0,24.0
To Heart 2,6.59,312.0,TV,13.0,24.0
To Heart,6.66,325.0,TV,13.0,25.0
Tide-Line Blue,6.72,276.0,TV,12.0,23.0
Macross Plus,7.78,156.0,OVA,4.0,39.0
Ginban Kaleidoscope,7.43,288.0,TV,12.0,24.0
Sousei no Aquarion,7.17,624.0,TV,26.0,24.0
Ueki no Housoku,7.84,1173.0,TV,51.0,23.0
Yu☆Gi☆Oh!: Duel Monsters GX,7.23,4140.0,TV,180.0,23.0
Kurau Phantom Memory,7.41,552.0,TV,24.0,23.0
Damekko Doubutsu,7.38,130.0,TV,26.0,5.0
Kino no Tabi: The Beautiful World,8.41,312.0,TV,13.0,24.0
Girls Bravo: Second Season,6.81,299.0,TV,13.0,23.0
Kamichu!,7.46,312.0,TV,12.0,26.0
Paniponi Dash!,7.52,624.0,TV,26.0,24.0
Bakuretsu Hunters,6.8,650.0,TV,26.0,25.0
Yami to Boushi to Hon no Tabibito,6.66,312.0,TV,13.0,24.0
Haja Taisei Dangaiou,6.22,135.0,OVA,3.0,45.0
Doraemon,7.44,650.0,TV,26.0,25.0
Eien no Aselia,5.57,60.0,OVA,2.0,30.0
Fushigiboshi no☆Futagohime,7.39,1224.0,TV,51.0,24.0
Glass no Kamen,7.46,552.0,TV,23.0,24.0
Gravitation: Lyrics of Love,7.07,52.0,OVA,2.0,26.0
I My Me! Strawberry Eggs,6.88,325.0,TV,13.0,25.0
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.93,312.0,TV,13.0,24.0
Cossette no Shouzou,6.93,108.0,OVA,3.0,36.0
Mahou no Princess Minky Momo,6.79,1449.0,TV,63.0,23.0
Mahoraba: Heartful days,7.39,598.0,TV,26.0,23.0
Otogizoushi,7.04,598.0,TV,26.0,23.0
Boku no Chikyuu wo Mamotte,7.24,180.0,OVA,6.0,30.0
Saishuu Heiki Kanojo,7.25,312.0,TV,13.0,24.0
Bishoujo Senshi Sailor Moon,7.74,1104.0,TV,46.0,24.0
Bishoujo Senshi Sailor Moon S,7.91,912.0,TV,38.0,24.0
Sensei no Ojikan: Doki Doki School Hours,6.75,299.0,TV,13.0,23.0
Slayers,7.83,572.0,TV,26.0,22.0
Slayers Next,8.11,624.0,TV,26.0,24.0
Tekken,5.32,56.0,OVA,2.0,28.0
Shin Tenchi Muyou!,6.94,598.0,TV,26.0,23.0
Tenchi Muyou! Ryououki,7.73,174.0,OVA,6.0,29.0
Tenchi Muyou! Ryououki 2nd Season,7.74,198.0,OVA,6.0,33.0
Tenchi Muyou! Ryououki 3rd Season,7.39,180.0,OVA,6.0,30.0
Mousou Kagaku Series: Wandaba Style,6.1,288.0,TV,12.0,24.0
Wind: A Breath of Heart (TV),6.07,156.0,TV,13.0,12.0
Wind: A Breath of Heart OVA,6.28,87.0,OVA,3.0,29.0
Yu☆Gi☆Oh!,7.29,648.0,TV,27.0,24.0
Grappler Baki: Saidai Tournament-hen,7.49,576.0,TV,24.0,24.0
Digimon Adventure,7.87,1296.0,TV,54.0,24.0
Yami no Matsuei,7.18,299.0,TV,13.0,23.0
Koutetsu Tenshi Kurumi,6.85,360.0,TV,24.0,15.0
Koutetsu Tenshi Kurumi 2,6.36,180.0,TV,12.0,15.0
Koutetsu Tenshi Kurumi Zero,6.16,45.0,OVA,3.0,15.0
Koutetsu Tenshi Kurumi Encore,6.78,60.0,OVA,4.0,15.0
Major S2,8.35,650.0,TV,26.0,25.0
Sakura Taisen,6.96,500.0,TV,25.0,20.0
Sakura Taisen: Le Nouveau Paris,6.54,90.0,OVA,3.0,30.0
DNA²,6.79,276.0,TV,12.0,23.0
Puni Puni☆Poemii,6.63,60.0,OVA,2.0,30.0
Tetsuwan Birdy,7.18,132.0,OVA,4.0,33.0
The Big O,7.57,624.0,TV,26.0,24.0
Bubblegum Crisis Tokyo 2040,7.17,624.0,TV,26.0,24.0
Musekinin Kanchou Tylor,7.93,598.0,TV,26.0,23.0
Moldiver,6.17,174.0,OVA,6.0,29.0
Saber Marionette J,7.41,625.0,TV,25.0,25.0
Rean no Tsubasa,5.82,144.0,ONA,6.0,24.0
Magikano,6.47,312.0,TV,13.0,24.0
Kagi Hime Monogatari: Eikyuu Alice Rondo,6.29,312.0,TV,13.0,24.0
Battle Programmer Shirase,7.01,180.0,TV,15.0,12.0
Kogepan,6.97,40.0,TV,10.0,4.0
Honoo no Labyrinth,6.33,66.0,OVA,2.0,33.0
Sexy Commando Gaiden: Sugoiyo!! Masaru-san,7.83,384.0,TV,48.0,8.0
Noein: Mou Hitori no Kimi e,7.69,600.0,TV,24.0,25.0
Ayakashi: Japanese Classic Horror,7.54,253.0,TV,11.0,23.0
Hanbun no Tsuki ga Noboru Sora,7.61,144.0,TV,6.0,24.0
Ginga Nagareboshi Gin,8.12,483.0,TV,21.0,23.0
Kage kara Mamoru!,6.68,288.0,TV,12.0,24.0
Amaenaide yo!!,6.59,288.0,TV,12.0,24.0
PopoloCrois,7.07,598.0,TV,26.0,23.0
Mugen no Ryvius,7.54,598.0,TV,26.0,23.0
Jinzou Ningen Kikaider The Animation,7.07,299.0,TV,13.0,23.0
Yuugen Kaisha,6.56,120.0,OVA,4.0,30.0
Legend of Duo,5.04,60.0,TV,12.0,5.0
KO Seiki Beast Sanjuushi,6.58,203.0,OVA,7.0,29.0
Futari wa Precure,7.03,1176.0,TV,49.0,24.0
Mahou no Stage Fancy Lala,7.16,624.0,TV,26.0,24.0
Tenshi ni Narumon!,6.81,598.0,TV,26.0,23.0
Kazemakase Tsukikage Ran,7.16,312.0,TV,13.0,24.0
Otogi Juushi Akazukin,7.07,936.0,TV,39.0,24.0
Saishuu Heiki Kanojo: Another Love Song,7.17,60.0,OVA,2.0,30.0
Platonic Chain,5.65,144.0,TV,24.0,6.0
PetoPeto-san,6.58,325.0,TV,13.0,25.0
Onmyou Taisenki,7.25,1196.0,TV,52.0,23.0
Okusama wa Mahou Shoujo,6.37,312.0,TV,13.0,24.0
Nurse Witch Komugi-chan Magikarte,6.71,120.0,OVA,5.0,24.0
Nurse Angel Ririka SOS,6.78,840.0,TV,35.0,24.0
Juubee Ninpuuchou: Ryuuhougyoku-hen,6.75,312.0,TV,13.0,24.0
Mermaid Forest,7.12,312.0,TV,13.0,24.0
Night Walker: Mayonaka no Tantei,7.03,300.0,TV,12.0,25.0
Natsu-iro no Sunadokei,6.63,60.0,OVA,2.0,30.0
Mouse,6.13,168.0,TV,12.0,14.0
Moekan The Animation,5.67,90.0,OVA,3.0,30.0
Major S1,8.37,650.0,TV,26.0,25.0
Mahoutsukai Tai! OVA,7.2,168.0,OVA,6.0,28.0
Mahoutsukai Tai!,6.88,312.0,TV,13.0,24.0
Legend of Basara,7.41,312.0,TV,13.0,24.0
Koi Kaze,7.25,312.0,TV,13.0,24.0
Juubee-chan: Lovely Gantai no Himitsu,6.71,325.0,TV,13.0,25.0
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.94,325.0,TV,13.0,25.0
Iketeru Futari,6.72,80.0,TV,16.0,5.0
Hachimitsu to Clover Specials,7.78,44.0,Special,2.0,22.0
Haunted Junction,6.79,288.0,TV,12.0,24.0
Harukanaru Toki no Naka de: Ajisai Yumegatari,6.36,60.0,OVA,2.0,30.0
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.22,156.0,TV,13.0,12.0
Hanaukyou Maid-tai: La Verite,6.86,276.0,TV,12.0,23.0
Gunsmith Cats,7.26,87.0,OVA,3.0,29.0
Galaxy Angel Z,7.25,216.0,TV,9.0,24.0
Galaxy Angel 3,7.39,624.0,TV,26.0,24.0
Galaxy Angel 4,7.31,312.0,TV,13.0,24.0
Air in Summer,7.4,48.0,Special,2.0,24.0
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.98,598.0,TV,26.0,23.0
Denshin Mamotte Shugogetten,6.58,240.0,OVA,8.0,30.0
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.34,120.0,OVA,4.0,30.0
JoJo no Kimyou na Bouken: Adventure,7.21,210.0,OVA,7.0,30.0
JoJo no Kimyou na Bouken,7.42,210.0,OVA,6.0,35.0
Kashimashi: Girl Meets Girl,6.74,288.0,TV,12.0,24.0
Koi Koi 7,5.89,325.0,TV,13.0,25.0
Kujibiki Unbalance,6.16,75.0,OVA,3.0,25.0
Lamune,6.9,288.0,TV,12.0,24.0
Lemon Angel Project,6.72,312.0,TV,13.0,24.0
Mai-HiME Specials,7.01,27.0,Special,27.0,1.0
One: Kagayaku Kisetsu e,5.24,108.0,OVA,4.0,27.0
Refrain Blue,5.83,90.0,OVA,3.0,30.0
Sentimental Journey,6.42,240.0,TV,12.0,20.0
Shadow Skill: Eigi,7.19,650.0,TV,26.0,25.0
Shadow Skill (1996),6.67,90.0,OVA,3.0,30.0
Otogi Story Tenshi no Shippo,6.63,264.0,TV,12.0,22.0
Otogi Story Tenshi no Shippo Specials,6.49,46.0,OVA,2.0,23.0
Tenshi no Shippo Chu!,6.6,154.0,TV,11.0,14.0
To Heart: Remember My Memories,6.51,312.0,TV,13.0,24.0
To Heart: Remember My Memories Specials,6.21,21.0,Special,7.0,3.0
Tokyo Mew Mew,7.05,1248.0,TV,52.0,24.0
Uta Kata,6.81,276.0,TV,12.0,23.0
Kyuuketsuhime Miyu (TV),7.21,650.0,TV,26.0,25.0
Yawara!,7.56,3100.0,TV,124.0,25.0
Dousou Kai,5.84,120.0,OVA,4.0,30.0
Burn Up Scramble,6.28,288.0,TV,12.0,24.0
Canvas 2: Niji-iro no Sketch,6.84,576.0,TV,24.0,24.0
Canvas: Sepia-iro no Motif,5.75,60.0,OVA,2.0,30.0
Tenchi Muyou!,7.51,598.0,TV,26.0,23.0
Comic Party Revolution,6.62,312.0,TV,13.0,24.0
Patapata Hikousen no Bouken,7.62,624.0,TV,26.0,24.0
Mujin Wakusei Survive,7.73,1300.0,TV,52.0,25.0
Rec,7.4,117.0,TV,9.0,13.0
Zoids Genesis,7.33,1250.0,TV,50.0,25.0
High School! Kimengumi,7.41,2150.0,TV,86.0,25.0
Yume de Aetara,6.55,90.0,OVA,3.0,30.0
Yume de Aetara (TV),6.55,112.0,TV,16.0,7.0
Ai no Kusabi,7.28,108.0,OVA,2.0,54.0
Enzai,5.45,50.0,OVA,2.0,25.0
Kingyo Chuuihou!,6.89,1296.0,TV,54.0,24.0
Hiatari Ryoukou!,7.17,1200.0,TV,48.0,25.0
Houkago no Shokuinshitsu,5.21,56.0,OVA,2.0,28.0
Kizuna,6.39,60.0,OVA,2.0,30.0
MÄR,7.37,2448.0,TV,102.0,24.0
Bishoujo Senshi Sailor Moon R,7.75,1032.0,TV,43.0,24.0
Trouble Chocolate,6.67,500.0,TV,20.0,25.0
Papa to Kiss in the Dark,6.34,60.0,OVA,2.0,30.0
Haru wo Daite Ita,6.91,60.0,OVA,2.0,30.0
True Love Story,6.15,75.0,OVA,3.0,25.0
Nanami-chan,6.22,60.0,TV,12.0,5.0
Binchou-tan,6.96,144.0,TV,12.0,12.0
Bomberman Jetters,7.02,1196.0,TV,52.0,23.0
Chijoku Shinsatsushitsu,6.37,52.0,OVA,2.0,26.0
Yuki no Joou (TV),7.14,900.0,TV,36.0,25.0
Boku no Sexual Harassment,5.87,108.0,OVA,3.0,36.0
Zoids,7.46,1675.0,TV,67.0,25.0
Zoids Shinseiki/Zero,7.42,624.0,TV,26.0,24.0
Chou Henshin Cosprayers Specials,5.06,42.0,Special,3.0,14.0
Burn Up! W,6.45,108.0,OVA,4.0,27.0
Ginyuu Mokushiroku Meine Liebe Wieder,6.77,312.0,TV,13.0,24.0
Tenamonya Voyagers,6.26,120.0,OVA,4.0,30.0
Nanaka 6/17,6.7,300.0,TV,12.0,25.0
Hellsing Ultimate,8.51,500.0,OVA,10.0,50.0
Gasaraki,6.7,625.0,TV,25.0,25.0
Miami Guns,6.57,299.0,TV,13.0,23.0
Otaku no Video,7.18,96.0,OVA,2.0,48.0
Pugyuru,5.79,39.0,TV,13.0,3.0
Eiken: Eikenbu yori Ai wo Komete,4.54,60.0,OVA,2.0,30.0
Shinigami no Ballad.,6.99,150.0,TV,6.0,25.0
Ergo Proxy,7.98,575.0,TV,23.0,25.0
Oniisama e...,7.85,975.0,TV,39.0,25.0
Hanaukyou Maid-tai OVA,6.76,42.0,OVA,3.0,14.0
Yomigaeru Sora: Rescue Wings,7.49,276.0,TV,12.0,23.0
Kokoro Toshokan,6.55,312.0,TV,13.0,24.0
NieA Under 7,6.91,299.0,TV,13.0,23.0
Ghost in the Shell: Stand Alone Complex 2nd GIG,8.54,650.0,TV,26.0,25.0
Bakuretsu Hunters OVA,6.64,84.0,OVA,3.0,28.0
Android Ana Maico 2010,6.53,336.0,TV,24.0,14.0
I''s Pure,6.97,162.0,OVA,6.0,27.0
Chikyuu Shoujo Arjuna,6.93,338.0,TV,13.0,26.0
Nanako Kaitai Shinsho,5.74,156.0,OVA,6.0,26.0
Tactical Roar,6.5,325.0,TV,13.0,25.0
Sakura Tsuushin,6.28,288.0,OVA,12.0,24.0
Ginga Eiyuu Densetsu,9.1,2860.0,OVA,110.0,26.0
Guardian Hearts,5.97,102.0,OVA,6.0,17.0
King of Fighters: Another Day,6.4,40.0,ONA,4.0,10.0
Uba,5.99,58.0,OVA,2.0,29.0
Jinshin Yuugi,5.82,60.0,OVA,2.0,30.0
Sexfriend,6.77,60.0,OVA,2.0,30.0
Chicchana Yukitsukai Sugar,7.15,576.0,TV,24.0,24.0
Ginsoukikou Ordian,5.76,600.0,TV,24.0,25.0
Choujuushin Gravion,6.45,299.0,TV,13.0,23.0
Sister Princess: Re Pure,6.32,299.0,TV,13.0,23.0
Sister Princess,6.51,598.0,TV,26.0,23.0
Kyou no 5 no 2,7.28,116.0,OVA,4.0,29.0
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,6.17,312.0,TV,13.0,24.0
Samurai Spirits 2: Asura Zanmaden,6.25,60.0,OVA,2.0,30.0
Narue no Sekai,6.65,288.0,TV,12.0,24.0
Colorful,6.18,96.0,TV,16.0,6.0
Ushio to Tora,7.23,300.0,OVA,10.0,30.0
Kiba,7.39,1224.0,TV,51.0,24.0
School Rumble Ni Gakki,8.1,624.0,TV,26.0,24.0
Suzumiya Haruhi no Yuuutsu,7.97,322.0,TV,14.0,23.0
Gakuen Heaven,6.72,338.0,TV,13.0,26.0
Kyou kara Ore wa!!,8.11,430.0,OVA,10.0,43.0
Gokinjo Monogatari,7.52,1250.0,TV,50.0,25.0
Ouran Koukou Host Club,8.32,598.0,TV,26.0,23.0
Soul Link,6.2,300.0,TV,12.0,25.0
Strawberry Panic,7.4,650.0,TV,26.0,25.0
Utawarerumono,7.73,598.0,TV,26.0,23.0
Air Gear,7.63,600.0,TV,25.0,24.0
Gunparade Orchestra,5.93,600.0,TV,24.0,25.0
Digimon Savers,7.06,1104.0,TV,48.0,23.0
Makai Senki Disgaea,6.83,288.0,TV,12.0,24.0
xxxHOLiC,8.07,576.0,TV,24.0,24.0
Joshikousei: Girl's High,6.64,288.0,TV,12.0,24.0
Mobile Suit Gundam SEED MSV Astray,6.43,14.0,OVA,2.0,7.0
Kikou Senki Dragonar,6.78,1152.0,TV,48.0,24.0
Dragon Half,6.97,54.0,OVA,2.0,27.0
Mahou Shoujo-tai Arusu,7.17,360.0,TV,40.0,9.0
.hack//Roots,7.01,624.0,TV,26.0,24.0
Digimon Tamers,7.66,1275.0,TV,51.0,25.0
Street Fighter II V,7.13,696.0,TV,29.0,24.0
Nana,8.49,1081.0,TV,47.0,23.0
Zegapain,7.4,598.0,TV,26.0,23.0
Simoun,7.52,624.0,TV,26.0,24.0
Aa! Megami-sama!: Sorezore no Tsubasa,7.65,528.0,TV,22.0,24.0
Amaenaide yo!! Katsu!!,6.81,288.0,TV,12.0,24.0
Black Lagoon,8.12,288.0,TV,12.0,24.0
Yuusha-Ou GaoGaiGar,7.92,1225.0,TV,49.0,25.0
Princess Princess,7.11,288.0,TV,12.0,24.0
Geneshaft,6.43,299.0,TV,13.0,23.0
Himawari!,6.4,312.0,TV,13.0,24.0
Ninkuu,7.11,1320.0,TV,55.0,24.0
Kakutou Bijin Wulong,6.7,625.0,TV,25.0,25.0
Ike! Ina-chuu Takkyuubu,7.64,624.0,TV,26.0,24.0
Ginga Densetsu Weed,7.3,624.0,TV,26.0,24.0
Tokkou,6.66,312.0,TV,13.0,24.0
Gintama,9.0,4824.0,TV,201.0,24.0
Ray The Animation,6.72,312.0,TV,13.0,24.0
Nurse Witch Komugi-chan Magikarte Z,6.77,48.0,OVA,2.0,24.0
Transformers: Choujin Master Force,6.78,1128.0,TV,47.0,24.0
Transformers Headmasters,6.6,805.0,TV,35.0,23.0
Transformers Victory,6.77,1012.0,TV,44.0,23.0
Transformers Superlink,6.28,1224.0,TV,51.0,24.0
